"n","flexible_likelihood_better","likelihood_gain_median","likelihood_gain_lower","likelihood_gain_upper","likelihood_gain_over_2mcse","retained_standard_count","gamma_selected_count","weibull_selected_count","lognormal_selected_count","all_vpc_better_count","extreme_vpc_better_count","gamma_shape_median","gamma_sd_median","gaussian_tail_probability_median","flexible_tail_probability_median","runtime_ratio_median","selection_seconds_median"
200,163,4.69244551710275,-0.557313756577219,13.0004911061484,148,27,149,17,34,172,172,2.45974093207351,2.8047743426479,0.107955,0.10598,2.05382582380205,95.675
