"replicate","arm_gaussian","family_gaussian","shape_gaussian","sd_gaussian","tail_probability_gaussian","V_gaussian","CL_gaussian","residual_gaussian","log_likelihood_gaussian","likelihood_mcse_gaussian","runtime_seconds_gaussian","selection_seconds_gaussian","selected_families_gaussian","retained_standard_gaussian","arm_flexible","family_flexible","shape_flexible","sd_flexible","tail_probability_flexible","V_flexible","CL_flexible","residual_flexible","log_likelihood_flexible","likelihood_mcse_flexible","runtime_seconds_flexible","selection_seconds_flexible","selected_families_flexible","retained_standard_flexible","likelihood_gain","likelihood_difference_mcse","runtime_ratio"
188,"Lognormal fit","lognormal",NA,3.54029664662565,0.12223,20.6019608368419,3.58318801243764,0.118483774485837,-7.84959680192657,0.506153105287715,34.8500000000004,0,"lognormal/lognormal",FALSE,"Free-margin fit","lognormal",NA,3.52318295394262,0.12157,20.6019608368419,3.58318801243764,0.118483774485837,-7.84959680192657,0.506153105287715,0,255.22,"lognormal/lognormal",TRUE,0,0.715808586135143,0
189,"Lognormal fit","lognormal",NA,3.45834571857544,0.12553,20.2268235272706,3.75951501289729,0.123705240088731,31.6932685576514,0.551828731696441,30.3499999999995,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.84664464189542,2.63091284233342,0.09762,20.5428405616665,3.6708159850173,0.123448142521691,37.6484874296347,0.560657878536528,57.2199999999993,66.7699999999995,"lognormal/gamma",FALSE,5.95521887198339,0.786671599773872,1.8853377265239
190,"Lognormal fit","lognormal",NA,3.26478703196648,0.10279,20.424027656714,3.40260558559674,0.120729308365128,-130.846010531773,0.496369473766238,20.6999999999998,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.47848908210117,2.69441198444249,0.09553,20.4198644589887,3.44062115234051,0.120706235057817,-121.758713714857,0.493691592382579,33.75,46.4699999999993,"lognormal/gamma",FALSE,9.08729681691587,0.700081454458135,1.63043478260871
191,"Lognormal fit","lognormal",NA,3.26810350157028,0.10223,19.8510123515479,3.39505639278682,0.121190024324341,-93.4437555827739,0.517677692039764,39.25,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.50495612658846,2.68184149996339,0.09264,20.0015588199797,3.4488456304803,0.121114756635181,-88.9624345167771,0.672484743335059,79.8099999999999,96.1900000000001,"lognormal/gamma",FALSE,4.48132106599682,0.848661253300772,2.03337579617834
192,"Lognormal fit","lognormal",NA,3.36684791939786,0.10841,20.4325354701757,3.42302287613439,0.115014866222093,-29.8888572932697,0.502906471293637,33.4299999999998,0,"lognormal/lognormal",FALSE,"Free-margin fit","lognormal",NA,3.40314353824687,0.10932,20.4325354701757,3.42302287613439,0.115014866222093,-29.8888572932697,0.502906471293637,0,350.51,"lognormal/lognormal",TRUE,0,0.711217152308656,0
193,"Lognormal fit","lognormal",NA,3.07094563207838,0.10847,20.0563148976293,3.70825732355107,0.12083481515016,0.00576969439955777,0.508585667146564,37.4400000000001,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",3.35018096875521,2.32658386564826,0.07122,20.1609577221138,3.63843527682373,0.121043502945438,7.41268200243935,0.525339344212998,66.8400000000001,96.1799999999998,"lognormal/gamma",FALSE,7.40691230803979,0.731191361686569,1.78525641025641
194,"Lognormal fit","lognormal",NA,3.33089188083283,0.10487,19.860556527392,3.39616891065523,0.122564910492481,-117.367770612314,0.49956628187961,37.8400000000001,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.41026747725446,2.85861449044722,0.11156,20.0698151284585,3.55730606505498,0.122543813280489,-114.425972154934,0.502443329654095,83.3199999999997,100.93,"lognormal/gamma",FALSE,2.94179845737989,0.708530711758432,2.20190274841436
195,"Lognormal fit","lognormal",NA,3.47732433497984,0.11664,20.2998228871015,3.49068107539383,0.121433244578245,-43.5627072267328,0.526319535588841,39.5,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.22081254729175,3.07537483274999,0.12896,20.4558810910307,3.59368496421001,0.121439270169425,-40.0585637382754,0.545436779723998,81.0600000000004,92.1799999999994,"lognormal/gamma",FALSE,3.50414348845736,0.757966710494688,2.05215189873419
196,"Lognormal fit","lognormal",NA,3.68812923091858,0.13183,20.1001100559476,3.66624233388986,0.121988504448874,73.6812090446875,0.544649191051422,33.0699999999997,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.36388702606534,2.93123121640778,0.11952,20.1336209347494,3.59746921041762,0.121762080110533,81.2318485936652,0.575523094297836,83.96,86.7699999999995,"lognormal/gamma",FALSE,7.5506395489777,0.792382214201659,2.53885697006353
197,"Lognormal fit","lognormal",NA,3.30247785797988,0.10273,19.9194262781396,3.35580138221624,0.121001360241255,-119.550804415959,0.525353470994195,37.6400000000003,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.02936468954216,3.24938658227452,0.13964,20.0891680393244,3.55091580481578,0.121158728907949,-117.076018555833,0.654662250603825,83.5100000000002,100.05,"lognormal/gamma",FALSE,2.47478586012603,0.839392001302916,2.21865037194473
198,"Lognormal fit","lognormal",NA,3.01607174215988,0.08856,19.7962481892526,3.28689766245314,0.125551841110815,-144.293859049401,0.526507298256352,36.2399999999998,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.09339125715679,2.97533804574802,0.1126,19.8932541271133,3.31897600934305,0.125475349075487,-134.616056134135,0.553582544650425,70.96,85.1600000000008,"lognormal/gamma",FALSE,9.677802915266,0.763978775136354,1.9580573951435
199,"Lognormal fit","lognormal",NA,3.11946295659849,0.09761,20.4890920100674,3.3865968114258,0.121417708608003,-49.8634576026474,0.512399929903837,28.71,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",1.97331275657445,3.19729864876245,0.13098,20.6966078765137,3.42073845211111,0.121229044687725,-35.990435492593,0.590099274839244,62.2599999999993,65.3099999999995,"lognormal/gamma",FALSE,13.8730221100544,0.781518293024071,2.1685823754789
200,"Lognormal fit","lognormal",NA,2.95781413017465,0.07601,19.590330705625,3.0021161730733,0.115564758689651,-259.253319158629,0.458648273350264,28.5300000000007,0,"lognormal/lognormal",FALSE,"Free-margin fit","gamma",2.44239638528625,2.45927066558116,0.06624,20.0999328821803,3.08525901800687,0.115823251148491,-257.563681539095,0.507316668921724,48.8199999999997,71.7700000000004,"lognormal/gamma",FALSE,1.68963761953461,0.683906748916116,1.71118121275845
