"generating_family","replicate","candidate","incumbent_sd","direct_sd","posterior_sd","direct_loglik","posterior_loglik","posterior_minus_direct","posterior_mcse","median_ess_fraction","minimum_ess_fraction"
"laplace",4,"normal",0.574000795832974,0.573989761749115,0.572313887846282,-123.302750073982,-123.302554115079,0.000195958903006499,0.000257741881443987,0.99999203439239,0.999930493453149
"laplace",4,"laplace",0.574000795832974,0.580407613257437,0.577660830802275,-123.138834067508,-123.171283306717,-0.0324492392085318,0.0371970815209927,0.910035645762134,0.0986392464382522
"laplace",11,"normal",0.35076458996774,0.350770675802672,0.354990236242789,-105.510627671753,-105.509658410581,0.000969261171960056,0.00116984364310239,0.999784520978335,0.998700253926889
"laplace",11,"laplace",0.35076458996774,0.352597676109901,0.347655661938641,-105.396953241911,-105.468209352055,-0.071256110143878,0.0755943854104408,0.891340104755221,0.0109370536276668
