"arm","probability","CRP","lower_100","median_100","upper_100","lower_all","median_all","upper_all","change_lower","change_median","change_upper"
"flexible",0.271245283018868,20.3808087003316,2.60641774491275,2.68540239138365,2.7745250343734,2.59891836675605,2.67749508962926,2.77703900674312,-0.0074993781567021,-0.00790730175438492,0.00251397236971673
"flexible",0.277465408805031,20.7190991878655,2.61644772718955,2.6942405222336,2.78388443190937,2.60808933289803,2.68655855602131,2.78648406757254,-0.00835839429152285,-0.00768196621229578,0.00259963566316124
"flexible",0.283685534591195,21.0575881540717,2.62640631859923,2.70301129572001,2.79317265013112,2.61719236175772,2.69535113722615,2.79585739889558,-0.00921395684150017,-0.00766015849386381,0.00268474876445657
"flexible",0.289905660377358,21.3963648667245,2.63575278215786,2.71171888706166,2.80239410735327,2.6262317383681,2.70456675406634,2.80516345719707,-0.0095210437897606,-0.00715213299532325,0.00276934984379373
"flexible",0.296125786163522,21.7355162961495,2.64484032075094,2.72032573503744,2.81155299989093,2.63521617432032,2.71346690057469,2.81440647513543,-0.00962414643062193,-0.00685883446275781,0.00285347524449886
"flexible",0.302345911949686,22.075127375673,2.65387141266077,2.72857422823456,2.82065332109114,2.64418587143237,2.72272788638842,2.82359048073337,-0.00968554122840315,-0.00584634184613897,0.00293715964222585
"flexible",0.308566037735849,22.4152812419291,2.66284980027275,2.73702825138474,2.82969887855706,2.65310347665769,2.73149390680427,2.83271931474628,-0.00974632361506211,-0.00553434458046986,0.00302043618922321
"flexible",0.314786163522013,22.7560594574723,2.67177906024148,2.74591920856065,2.83869330977833,2.6619725379768,2.74043105980842,2.8417966464238,-0.00980652226467482,-0.00548814875222803,0.00310333664547091
"flexible",0.321006289308176,23.0975422178409,2.68066261739563,2.75476406641729,2.8476400963528,2.67079645297935,2.74932194810429,2.85082598785099,-0.00986616441628874,-0.00544211831299712,0.00318589149819593
"flexible",0.32722641509434,23.4398085449614,2.68950375742623,2.76287185436023,2.85654257696042,2.67957848144155,2.75841917888288,2.85981070703153,-0.00992527598467774,-0.00445267547734973,0.00326813007110482
