"arm","probability","CRP","lower","median","upper"
"flexible",0.650672955974843,44.4327203405001,3.10625929204843,3.21641711197108,3.33586229420621
"gaussian",0.650672955974843,44.4327203405001,2.99513251276804,3.08877584442267,3.18735792202622
"truth",0.650672955974843,44.4327203405001,3.23211377581167,3.23211377581167,3.23211377581167
"flexible",0.656893081761006,44.9528504020976,3.11458716116878,3.22669377442103,3.3467156376616
"gaussian",0.656893081761006,44.9528504020976,3.00414632031602,3.09874837756999,3.19902424541241
"truth",0.656893081761006,44.9528504020976,3.24262113873961,3.24262113873961,3.24262113873961
"flexible",0.66311320754717,45.4805992661867,3.1234317079143,3.23770769279782,3.35767904620031
"gaussian",0.66311320754717,45.4805992661867,3.01331994499979,3.10890015880749,3.21090554603565
"truth",0.66311320754717,45.4805992661867,3.25323508144376,3.25323508144376,3.25323508144376
"flexible",0.669333333333333,46.0162675212326,3.13272636198976,3.24883944983161,3.368757626103
"gaussian",0.669333333333333,46.0162675212326,3.02265993578339,3.11923855989846,3.22333445915208
"truth",0.669333333333333,46.0162675212326,3.26396054754744,3.26396054754744,3.26396054754744
"flexible",0.675553459119497,46.5601721872471,3.14211947479721,3.25908030813123,3.37995673676973
"gaussian",0.675553459119497,46.5601721872471,3.03217322102325,3.12977138152594,3.23613682047774
"truth",0.675553459119497,46.5601721872471,3.27480272574191,3.27480272574191,3.27480272574191
"flexible",0.68177358490566,47.1126479955644,3.15161569231482,3.26953837820109,3.39128201105046
"gaussian",0.68177358490566,47.1126479955644,3.04186713887408,3.14050688775198,3.24919316914151
"truth",0.68177358490566,47.1126479955644,3.28576706946913,3.28576706946913,3.28576706946913
"flexible",0.687993710691824,47.6740487935412,3.16121990255111,3.28011703963777,3.40273937750817
"gaussian",0.687993710691824,47.6740487935412,3.05174947075384,3.15172793675928,3.26251458810337
"truth",0.687993710691824,47.6740487935412,3.29685931847566,3.29685931847566,3.29685931847566
"flexible",0.694213836477988,48.2447490892452,3.17093725556086,3.29107601070764,3.41433508484821
"gaussian",0.694213836477988,48.2447490892452,3.06182847824512,3.16397833350636,3.27611285360521
"truth",0.694213836477988,48.2447490892452,3.30808552246363,3.30808552246363,3.30808552246363
"flexible",0.700433962264151,48.8251457533543,3.18077318544951,3.3022231002962,3.42607572878067
"gaussian",0.700433962264151,48.8251457533543,3.07211294386523,3.17648570783415,3.28962115918164
"truth",0.700433962264151,48.8251457533543,3.31945206709737,3.31945206709737,3.31945206709737
"flexible",0.706654088050314,49.4156598980085,3.19073343461559,3.3135138148135,3.43796828162116
"gaussian",0.706654088050314,49.4156598980085,3.08261221620188,3.18924124610969,3.30225430025915
"truth",0.706654088050314,49.4156598980085,3.33096570266099,3.33096570266099,3.33096570266099
"flexible",0.712874213836478,50.0167389553037,3.20082408051761,3.32495513997358,3.4500201249808
"gaussian",0.712874213836478,50.0167389553037,3.09333625998718,3.20195350982551,3.31516341272607
"truth",0.712874213836478,50.0167389553037,3.34263357570694,3.34263357570694,3.34263357570694
"flexible",0.719094339622642,50.6288589815856,3.2110313987766,3.33655448263958,3.46223908594931
"gaussian",0.719094339622642,50.6288589815856,3.10429571177182,3.21439225463171,3.32836164203128
"truth",0.719094339622642,50.6288589815856,3.3544632640862,3.3544632640862,3.3544632640862
"flexible",0.725314465408805,51.252527217782,3.22129861798346,3.34839326996948,3.47463347723793
"gaussian",0.725314465408805,51.252527217782,3.11550194196692,3.2267352683963,3.34186304618112
"truth",0.725314465408805,51.252527217782,3.36646281581213,3.36646281581213,3.36646281581213
"flexible",0.731534591194969,51.8882849408456,3.23171495186754,3.36027443829528,3.48721214182264
"gaussian",0.731534591194969,51.8882849408456,3.12752730643933,3.23961859319974,3.35568268226805
"truth",0.731534591194969,51.8882849408456,3.37864079228124,3.37864079228124,3.37864079228124
"flexible",0.737754716981132,52.5367106471122,3.24228805775764,3.37127638439539,3.49998450271641
"gaussian",0.737754716981132,52.5367106471122,3.14013992759043,3.25385081577176,3.36983670340131
"truth",0.737754716981132,52.5367106471122,3.3910063164594,3.3910063164594,3.3910063164594
"flexible",0.743974842767296,53.1984236152126,3.25302610691968,3.38265335979519,3.51296061860348
"gaussian",0.743974842767296,53.1984236152126,3.1533897533263,3.26843915067764,3.38434246757191
"truth",0.743974842767296,53.1984236152126,3.40356912674334,3.40356912674334,3.40356912674334
"flexible",0.750194968553459,53.8740879043488,3.2639378349286,3.39421464277496,3.52642933591548
"gaussian",0.750194968553459,53.8740879043488,3.1672117134897,3.28301865492326,3.39921866025358
"truth",0.750194968553459,53.8740879043488,3.41633963732825,3.41633963732825,3.41633963732825
"flexible",0.756415094339623,54.5644168535636,3.27503259827286,3.40634539256953,3.54057865212526
"gaussian",0.756415094339623,54.5644168535636,3.18139656704126,3.2978600238126,3.41448543286542
"truth",0.756415094339623,54.5644168535636,3.42932900605777,3.42932900605777,3.42932900605777
"flexible",0.762635220125786,55.2701781594787,3.28632043814964,3.4192169469247,3.55498197880442
"gaussian",0.762635220125786,55.2701781594787,3.19596454534828,3.31310256698444,3.43016455961467
"truth",0.762635220125786,55.2701781594787,3.44254921090788,3.44254921090788,3.44254921090788
"flexible",0.76885534591195,55.9921996243264,3.29781215258546,3.43258074646166,3.5696534836454
"gaussian",0.76885534591195,55.9921996243264,3.21093755321824,3.32981115477923,3.44640159129325
"truth",0.76885534591195,55.9921996243264,3.45601313646833,3.45601313646833,3.45601313646833
"flexible",0.775075471698113,56.7313756835846,3.30951937823112,3.44620004486162,3.58460844129828
"gaussian",0.775075471698113,56.7313756835846,3.22633935768731,3.34629346659012,3.46432894511462
"truth",0.775075471698113,56.7313756835846,3.4697346720438,3.4697346720438,3.4697346720438
"flexible",0.781295597484277,57.4886748439084,3.3214546834429,3.46008972614437,3.59986335647529
"gaussian",0.781295597484277,57.4886748439084,3.24219580399023,3.36214856087588,3.48390571694831
"truth",0.781295597484277,57.4886748439084,3.48372882331226,3.48372882331226,3.48372882331226
"flexible",0.78751572327044,58.2651481883734,3.33363167458388,3.4742659080083,3.61543610458072
"gaussian",0.78751572327044,58.2651481883734,3.25714128523757,3.37857397762979,3.50409330774925
"truth",0.78751572327044,58.2651481883734,3.49801183986683,3.49801183986683,3.49801183986683
"flexible",0.793735849056604,59.0619391385962,3.34606511787837,3.48812970401078,3.631346092964
"gaussian",0.793735849056604,59.0619391385962,3.27217923372391,3.39639424299648,3.52493105071285
"truth",0.793735849056604,59.0619391385962,3.51260136144687,3.51260136144687,3.51260136144687
"flexible",0.799955974842767,59.8802947038101,3.35877107964781,3.50229081791467,3.6476144465528
"gaussian",0.799955974842767,59.8802947038101,3.287696596105,3.41549549634164,3.54646206780124
"truth",0.799955974842767,59.8802947038101,3.52751658626104,3.52751658626104,3.52751658626104
"flexible",0.806176100628931,60.721578497699,3.37176708837636,3.51657049272091,3.66426422244781
"gaussian",0.806176100628931,60.721578497699,3.30372558157784,3.43553692091899,3.56873376746921
"truth",0.806176100628931,60.721578497699,3.5427784655513,3.5427784655513,3.5427784655513
"flexible",0.812396226415094,61.5872858677184,3.38507232283529,3.53122542436379,3.68132065909942
"gaussian",0.812396226415094,61.5872858677184,3.320301662688,3.45544816957938,3.59179842618246
"truth",0.812396226415094,61.5872858677184,3.55840992948743,3.55840992948743,3.55840992948743
"flexible",0.818616352201258,62.47906156277,3.39870783148426,3.54634769204477,3.69881146700383
"gaussian",0.818616352201258,62.47906156277,3.33746402847337,3.47546861874597,3.61571387115115
"truth",0.818616352201258,62.47906156277,3.57443615067317,3.57443615067317,3.57443615067317
"flexible",0.824836477987421,63.3987204688299,3.41269678963216,3.56186495661912,3.71676716953859
"gaussian",0.824836477987421,63.3987204688299,3.35525611857813,3.49615052201498,3.6405442860612
"truth",0.824836477987421,63.3987204688299,3.59088485306844,3.59088485306844,3.59088485306844
"flexible",0.831056603773585,64.3482720758053,3.42706480246651,3.57745821886804,3.73522150472486
"gaussian",0.831056603773585,64.3482720758053,3.37372625627034,3.5178042057475,3.66636116723501
"truth",0.831056603773585,64.3482720758053,3.60778667609249,3.60778667609249,3.60778667609249
"flexible",0.837276729559749,65.3299495126019,3.4418402641725,3.59349164032903,3.75421190151663
"gaussian",0.837276729559749,65.3299495126019,3.39292840309349,3.53910758555639,3.69323464237773
"truth",0.837276729559749,65.3299495126019,3.62517560621864,3.62517560621864,3.62517560621864
"flexible",0.843496855345912,66.3462442151501,3.45705478612859,3.61000396199331,3.7737800479035
"gaussian",0.843496855345912,66.3462442151501,3.41292306420006,3.56172416566155,3.71905971517838
"truth",0.843496855345912,66.3462442151501,3.64308949170537,3.64308949170537,3.64308949170537
"flexible",0.849716981132075,67.3999475936485,3.47274371082241,3.62718179724662,3.79397257298848
"gaussian",0.849716981132075,67.3999475936485,3.43377838181785,3.58532591728417,3.74602621649047
"truth",0.849716981132075,67.3999475936485,3.66157066051938,3.66157066051938,3.66157066051938
"flexible",0.855937106918239,68.4942014685806,3.48894673301675,3.64529131032893,3.81484187171819
"gaussian",0.855937106918239,68.4942014685806,3.45557146559305,3.61000157348864,3.77423763002993
"truth",0.855937106918239,68.4942014685806,3.68066666739853,3.68066666739853,3.68066666739853
"flexible",0.862157232704403,69.6325595904959,3.50570865629464,3.66371616837105,3.83644710974657
"gaussian",0.862157232704403,69.6325595904959,3.47830516263377,3.63585211029231,3.80381178544193
"truth",0.862157232704403,69.6325595904959,3.70043120396518,3.70043120396518,3.70043120396518
"flexible",0.868377358490566,70.8190633051435,3.52308032213475,3.68281438738589,3.85885545795345
"gaussian",0.868377358490566,70.8190633051435,3.50214113355599,3.6620991150695,3.83488360694753
"truth",0.868377358490566,70.8190633051435,3.72092521668769,3.72092521668769,3.72092521668769
"flexible",0.87459748427673,72.0583354608432,3.54111976116224,3.70265009847457,3.8821436228193
"gaussian",0.87459748427673,72.0583354608432,3.52721195685633,3.69119735920643,3.86760854801803
"truth",0.87459748427673,72.0583354608432,3.74221829256866,3.74221829256866,3.74221829256866
"flexible",0.880817610062893,73.3556981110481,3.55989363376881,3.72329697747041,3.90639976229493
"gaussian",0.880817610062893,73.3556981110481,3.55365067247082,3.72239413942459,3.90216692717065
"truth",0.880817610062893,73.3556981110481,3.76439039362647,3.76439039362647,3.76439039362647
"flexible",0.887037735849057,74.7173216447181,3.57835153393924,3.74471769168872,3.93172591024556
"gaussian",0.887037735849057,74.7173216447181,3.5814577925314,3.75398353305988,3.93876946265868
"truth",0.887037735849057,74.7173216447181,3.78753405146336,3.78753405146336,3.78753405146336
"flexible",0.89325786163522,76.1504159980973,3.59735190900602,3.76663169983837,3.95873210342842
"gaussian",0.89325786163522,76.1504159980973,3.60958478443984,3.78780426106183,3.97766442481708
"truth",0.89325786163522,76.1504159980973,3.81175717707097,3.81175717707097,3.81175717707097
"flexible",0.899477987421384,77.6634790722015,3.61727693829681,3.78961312554044,3.98766013740654
"gaussian",0.899477987421384,77.6634790722015,3.63952108948524,3.82549527545843,4.01975107290928
"truth",0.899477987421384,77.6634790722015,3.83718670584967,3.83718670584967,3.83718670584967
"flexible",0.905698113207547,79.2666242341426,3.63824157488512,3.81516478468749,4.01815140038014
"gaussian",0.905698113207547,79.2666242341426,3.67151065090038,3.86572268021809,4.06648525255897
"truth",0.905698113207547,79.2666242341426,3.86397339562584,3.86397339562584,3.86397339562584
"flexible",0.911918238993711,80.972019219694,3.66073438546333,3.84225531724068,4.05041502127818
"gaussian",0.911918238993711,80.972019219694,3.70584926221613,3.90809182044095,4.11714061925754
"truth",0.911918238993711,80.972019219694,3.89229824643364,3.89229824643364,3.89229824643364
"flexible",0.918138364779874,82.794485309684,3.68471177317257,3.86930235927509,4.08470529290582
"gaussian",0.918138364779874,82.794485309684,3.74290022952723,3.95278001261676,4.17209581279715
"truth",0.918138364779874,82.794485309684,3.92238124993846,3.92238124993846,3.92238124993846
"flexible",0.924358490566038,84.7523326778627,3.71027670375934,3.8994008043662,4.12133580210365
"gaussian",0.924358490566038,84.7523326778627,3.78311638982433,4.00071749621665,4.23330147645625
"truth",0.924358490566038,84.7523326778627,3.95449356615299,3.95449356615299,3.95449356615299
"flexible",0.930578616352201,86.8685534005477,3.73769355642996,3.93170533842497,4.1606995817115
"gaussian",0.930578616352201,86.8685534005477,3.82707183896633,4.05599559816022,4.30097667609875
"truth",0.930578616352201,86.8685534005477,3.98897488168576,3.98897488168576,3.98897488168576
"flexible",0.936798742138365,89.1725734985249,3.76729956213993,3.96712127050322,4.20329866221517
"gaussian",0.936798742138365,89.1725734985249,3.87550897862321,4.11595608942534,4.37796888521346
"truth",0.936798742138365,89.1725734985249,4.0262588523253,4.0262588523253,4.0262588523253
"flexible",0.943018867924528,91.7029116145117,3.79953458643299,4.00552720810027,4.24978884642253
"gaussian",0.943018867924528,91.7029116145117,3.92941066078858,4.18366057486806,4.46454753129307
"truth",0.943018867924528,91.7029116145117,4.06691163189626,4.06691163189626,4.06691163189626
"flexible",0.949238993710692,94.5113738213916,3.83498797542126,4.04689408910601,4.30105023867598
"gaussian",0.949238993710692,94.5113738213916,3.9901153299412,4.26011177001956,4.56264887419049
"truth",0.949238993710692,94.5113738213916,4.11169252867079,4.11169252867079,4.11169252867079
"flexible",0.955459119496855,97.6699920835056,3.87447578367977,4.09226344514413,4.35830370139564
"gaussian",0.955459119496855,97.6699920835056,4.0595099088817,4.34657024623657,4.67555934385522
"truth",0.955459119496855,97.6699920835056,4.16165409777938,4.16165409777938,4.16165409777938
"flexible",0.961679245283019,101.283191957102,3.91917571304886,4.14459008175465,4.42331469890736
"gaussian",0.961679245283019,101.283191957102,4.14037290237629,4.44834866837261,4.80815011865717
"truth",0.961679245283019,101.283191957102,4.21831722017388,4.21831722017388,4.21831722017388
"flexible",0.967899371069182,105.510780807018,3.9708810240946,4.2061904270157,4.5006736335915
"gaussian",0.967899371069182,105.510780807018,4.2369819826153,4.57175276658616,4.96806790075046
"truth",0.967899371069182,105.510780807018,4.28400094830367,4.28400094830367,4.28400094830367
"flexible",0.974119496855346,110.615877558969,4.03252753351915,4.27722137802647,4.59428968313774
"gaussian",0.974119496855346,110.615877558969,4.35473192387712,4.72667083862939,5.16828524021343
"truth",0.974119496855346,110.615877558969,4.36250807444346,4.36250807444346,4.36250807444346
"flexible",0.98033962264151,117.079587721921,4.10944786838181,4.36501838466748,4.71176165240881
"gaussian",0.98033962264151,117.079587721921,4.50744078858821,4.9250434884238,5.43340345463278
"truth",0.98033962264151,117.079587721921,4.46075953767275,4.46075953767275,4.46075953767275
"flexible",0.986559748427673,125.939177958263,4.2130466664449,4.48429278518101,4.87112172830647
"gaussian",0.986559748427673,125.939177958263,4.72549303538118,5.21760924986905,5.81902745280579
"truth",0.986559748427673,125.939177958263,4.59359373493624,4.59359373493624,4.59359373493624
"flexible",0.992779874213837,140.23596250523,4.37640116510926,4.67848626676108,5.12502257054958
"gaussian",0.992779874213837,140.23596250523,5.09983398779499,5.7141620379451,6.49986400100988
"truth",0.992779874213837,140.23596250523,4.80420025064174,4.80420025064174,4.80420025064174
"flexible",0.999,184.668269529032,4.85279131988103,5.26826012580432,5.89823164028265
"gaussian",0.999,184.668269529032,6.49529957863615,7.57477773174932,9.18971589230831
"truth",0.999,184.668269529032,5.43838427024312,5.43838427024312,5.43838427024312
