"arm","probability","CRP","lower_50","median_50","upper_50","lower_all","median_all","upper_all","change_lower","change_median","change_upper"
"flexible",0.01,2.97109480506532,1.78896259603033,1.96040430586149,2.07921847090942,1.80606425075835,1.96249003148274,2.0709365255232,0.0171016547280149,0.00208572562125453,-0.00828194538622284
"flexible",0.0162201257861635,3.83822167055874,1.86435334796497,2.02784777283498,2.14294130633164,1.88175813898849,2.03095740409717,2.13718462676108,0.0174047910235173,0.00310963126219654,-0.00575667957056503
"flexible",0.022440251572327,4.56890077558951,1.91985786271916,2.07810631090976,2.18971107320821,1.93745299129384,2.0805305963485,2.18526834842864,0.0175951285746818,0.00242428543873796,-0.00444272477957375
"flexible",0.0286603773584906,5.21846951654933,1.96475210491759,2.1207096401909,2.22728499175831,1.98248223539031,2.12087685896426,2.22391037131139,0.0177301304727224,0.000167218773359235,-0.00337462044692227
"flexible",0.0348805031446541,5.81293976892968,2.00295395441709,2.15585001117466,2.25908336376403,2.02078579257059,2.15585001117466,2.25662112358238,0.017831838153493,0,-0.00246224018165231
"flexible",0.0411006289308176,6.36700790199195,2.03651260968645,2.18530988046833,2.28689064315056,2.05442392735499,2.18530988046833,2.28523021616518,0.0179113176685348,0,-0.00166042698537794
"flexible",0.0473207547169811,6.88993774208713,2.06664374451307,2.21168358433022,2.31223876019127,2.08461865384567,2.21205266682303,2.31092562730805,0.0179749093325983,0.000369082492803763,-0.00131313288321966
"flexible",0.0535408805031447,7.38801395382243,2.09413178531172,2.2356811201209,2.33597324286906,2.11215836604033,2.23651451961617,2.33363090593622,0.0180265807286126,0.000833399495265397,-0.00234233693284702
"flexible",0.0597610062893082,7.86573228636115,2.11951440102081,2.25778830429252,2.35801490642065,2.13758337815564,2.25909810429483,2.35434938515213,0.0180689771348317,0.00130980000231329,-0.00366552126852238
"flexible",0.0659811320754717,8.32644070102006,2.14317732515835,2.27835313980268,2.37851056734613,2.15970924131545,2.28080192349348,2.37360517833229,0.016531916157104,0.00244878369079915,-0.00490538901384063
"flexible",0.0722012578616352,8.77271244854428,2.16540735533891,2.29763401649887,2.39754968547888,2.18042143230243,2.30020530869933,2.39242495171781,0.0150140769635212,0.00257129220045815,-0.00512473376107447
"flexible",0.0784213836477987,9.20657650106066,2.18642395316633,2.31582841073934,2.41431936254631,2.19998818191804,2.31812398195833,2.41043778405474,0.0135642287517039,0.00229557121898427,-0.00388157849157267
"flexible",0.0846415094339623,9.62966680479462,2.20639907877688,2.33309087754214,2.43052130913866,2.21857206410715,2.3344330418267,2.42759064664833,0.012172985330273,0.0013421642845568,-0.00293066249032137
"flexible",0.0908616352201258,10.0433227790829,2.22547017381764,2.350354741125,2.44603410436289,2.2363029613865,2.34996814092326,2.44395375180563,0.0108327875688641,-0.000386600201742748,-0.0020803525572668
"flexible",0.0970817610062893,10.4486592120205,2.24374896156873,2.36735910698517,2.46153500393151,2.25328640879286,2.36572167937752,2.45897239442201,0.00953744722412608,-0.00163742760764451,-0.0025626095095026
"flexible",0.103301886792453,10.8466162218279,2.26132759063919,2.38369560409485,2.47685468096464,2.26960941686314,2.38158630448282,2.47296639153678,0.00828182622394369,-0.00210929961203021,-0.00388828942785491
"flexible",0.109522012578616,11.2379958186225,2.27828303411547,2.39943773210289,2.49160742109679,2.28534463964159,2.39642448445511,2.48643590365134,0.00706160552612278,-0.00301324764777711,-0.00517151744545741
"flexible",0.11574213836478,11.6234892118866,2.29468030948479,2.41464753799395,2.50585244611523,2.30055342439715,2.41010564089321,2.49943575300814,0.00587311491235587,-0.00454189710074093,-0.00641669310708881
"flexible",0.121962264150943,12.0036975740855,2.31057488120338,2.42937792201114,2.51964022796566,2.3161996491595,2.42331560821384,2.51201264815026,0.00562476795611744,-0.00606231379729438,-0.00762757981540485
"flexible",0.128182389937107,12.379148080214,2.32601448410549,2.44367438686344,2.53301416428179,2.33163458670715,2.43612880456635,2.52420673923582,0.00562010260165957,-0.00754558229708691,-0.00880742504597087
"flexible",0.13440251572327,12.7503064738463,2.34104052834512,2.45757638487187,2.54601186837596,2.34665572328125,2.44953152264274,2.53656819913122,0.00561519493612739,-0.00804486222912981,-0.00944366924474238
"flexible",0.140622641509434,13.1175870370777,2.35568919666786,2.47111836963996,2.55866617598413,2.36129926139832,2.46316890860015,2.54955879000323,0.00561006473046088,-0.00794946103981076,-0.00910738598090166
"flexible",0.146842767295598,13.4813605914103,2.36999231191269,2.48423711454627,2.57100594063239,2.37559704076762,2.4769068504241,2.5622286446873,0.00560472885493102,-0.00733026412216775,-0.00877729594508825
"flexible",0.153062893081761,13.8419609852458,2.38397803048277,2.49590039297927,2.58307580201914,2.38957723226312,2.48888518627262,2.57460325264121,0.00559920178034634,-0.00701520670665579,-0.00847254937792385
"flexible",0.159283018867925,14.1996904041332,2.39767140230571,2.50730642722949,2.59494007700782,2.4032648982818,2.50088137985636,2.58670578425763,0.00559349597609238,-0.00642504737312377,-0.00823429275018928
