"replicate","arm","quantile","time","value"
11,"flexible","q10",0.25,6.57325257340807
11,"flexible","q10",0.5,5.93386446584597
11,"flexible","q10",1,4.74704912593149
11,"flexible","q10",2,2.80160378352762
11,"flexible","q10",4,0.833807342089402
11,"flexible","q10",8,0.0676596384376338
11,"flexible","q10",12,0.00538679277801715
11,"flexible","q50",0.25,8.78593388587226
11,"flexible","q50",0.5,7.88522990856711
11,"flexible","q50",1,6.33595621106326
11,"flexible","q50",2,4.16167200060475
11,"flexible","q50",4,1.83117438452335
11,"flexible","q50",8,0.347786049335383
11,"flexible","q50",12,0.0658575434844547
11,"flexible","q90",0.25,11.7079770363683
11,"flexible","q90",0.5,10.3975759101145
11,"flexible","q90",1,8.33934416495963
11,"flexible","q90",2,5.78860709353644
11,"flexible","q90",4,3.10978046837743
11,"flexible","q90",8,1.00007959727894
11,"flexible","q90",12,0.331393405166521
12,"truth","q10",0.25,6.24774377225268
12,"truth","q10",0.5,5.62323908157432
12,"truth","q10",1,4.4643676499867
12,"truth","q10",2,2.57899725097421
12,"truth","q10",4,0.733966799028824
12,"truth","q10",8,0.0543969688640314
12,"truth","q10",12,0.00392562031931134
12,"truth","q50",0.25,8.48067086584799
12,"truth","q50",0.5,7.58197373655724
12,"truth","q50",1,6.05096989107465
12,"truth","q50",2,3.92836790594524
12,"truth","q50",4,1.68813448818037
12,"truth","q50",8,0.306565548150483
12,"truth","q50",12,0.0557052827728727
12,"truth","q90",0.25,11.464796581399
12,"truth","q90",0.5,10.1462773962201
12,"truth","q90",1,8.08004671556735
12,"truth","q90",2,5.55451076010246
12,"truth","q90",4,2.94369364738675
12,"truth","q90",8,0.926657074380812
12,"truth","q90",12,0.301350108447867
12,"gaussian","q10",0.25,6.00827749336346
12,"gaussian","q10",0.5,5.4011620425867
12,"gaussian","q10",1,4.25093852342421
12,"gaussian","q10",2,2.38412238719853
12,"gaussian","q10",4,0.642689219092491
12,"gaussian","q10",8,0.0419385980700402
12,"gaussian","q10",12,0.00268645818957779
12,"gaussian","q50",0.25,8.29974031554378
12,"gaussian","q50",0.5,7.39583149032973
12,"gaussian","q50",1,5.89209769938433
12,"gaussian","q50",2,3.8004770807946
12,"gaussian","q50",4,1.61755888497125
12,"gaussian","q50",8,0.288341453599722
12,"gaussian","q50",12,0.0511506349437037
12,"gaussian","q90",0.25,11.4181048360576
12,"gaussian","q90",0.5,10.0681840390065
12,"gaussian","q90",1,8.00935973688
12,"gaussian","q90",2,5.49588593846057
12,"gaussian","q90",4,2.92282436549744
12,"gaussian","q90",8,0.932362800220594
12,"gaussian","q90",12,0.308874866299816
12,"flexible","q10",0.25,6.12993856852707
12,"flexible","q10",0.5,5.55788807334541
12,"flexible","q10",1,4.49297458497063
12,"flexible","q10",2,2.69731370512178
12,"flexible","q10",4,0.814122296648049
12,"flexible","q10",8,0.0666291883309868
12,"flexible","q10",12,0.0053292266475417
12,"flexible","q50",0.25,8.4624163805523
12,"flexible","q50",0.5,7.60722464093337
12,"flexible","q50",1,6.13058312581468
12,"flexible","q50",2,4.05867618649157
12,"flexible","q50",4,1.82833844162597
12,"flexible","q50",8,0.364147525860148
12,"flexible","q50",12,0.072270431032189
12,"flexible","q90",0.25,11.6300006510255
12,"flexible","q90",0.5,10.3282199576539
12,"flexible","q90",1,8.26760271358239
12,"flexible","q90",2,5.74361519466187
12,"flexible","q90",4,3.12582793125548
12,"flexible","q90",8,1.05465638458065
12,"flexible","q90",12,0.368180257950713
13,"truth","q10",0.25,6.24774377225268
13,"truth","q10",0.5,5.62323908157432
13,"truth","q10",1,4.4643676499867
13,"truth","q10",2,2.57899725097421
13,"truth","q10",4,0.733966799028824
13,"truth","q10",8,0.0543969688640314
13,"truth","q10",12,0.00392562031931134
13,"truth","q50",0.25,8.48067086584799
13,"truth","q50",0.5,7.58197373655724
13,"truth","q50",1,6.05096989107465
13,"truth","q50",2,3.92836790594524
13,"truth","q50",4,1.68813448818037
13,"truth","q50",8,0.306565548150483
13,"truth","q50",12,0.0557052827728727
13,"truth","q90",0.25,11.464796581399
13,"truth","q90",0.5,10.1462773962201
13,"truth","q90",1,8.08004671556735
13,"truth","q90",2,5.55451076010246
13,"truth","q90",4,2.94369364738675
13,"truth","q90",8,0.926657074380812
13,"truth","q90",12,0.301350108447867
13,"gaussian","q10",0.25,6.38918514146611
13,"gaussian","q10",0.5,5.63012035350421
13,"gaussian","q10",1,4.19361987158668
13,"gaussian","q10",2,2.05521598038738
13,"gaussian","q10",4,0.430930952166755
13,"gaussian","q10",8,0.0175750526532521
13,"gaussian","q10",12,0.000704633782134984
13,"gaussian","q50",0.25,8.62221399133875
13,"gaussian","q50",0.5,7.55824437868811
13,"gaussian","q50",1,5.8321715344329
13,"gaussian","q50",2,3.59213223534797
13,"gaussian","q50",4,1.35927413396373
13,"gaussian","q50",8,0.190590993460332
13,"gaussian","q50",12,0.026773111249808
13,"gaussian","q90",0.25,11.5479405714523
13,"gaussian","q90",0.5,10.0486917397772
13,"gaussian","q90",1,7.8691132585235
13,"gaussian","q90",2,5.279220478679
13,"gaussian","q90",4,2.70286659892415
13,"gaussian","q90",8,0.775372966295183
13,"gaussian","q90",12,0.229025532223972
13,"flexible","q10",0.25,6.53230879200494
13,"flexible","q10",0.5,5.87690381558412
13,"flexible","q10",1,4.6507522602682
13,"flexible","q10",2,2.62511271763152
13,"flexible","q10",4,0.707735902606355
13,"flexible","q10",8,0.0473908160061655
13,"flexible","q10",12,0.00311898905126907
13,"flexible","q50",0.25,8.81138542895179
13,"flexible","q50",0.5,7.87194434962225
13,"flexible","q50",1,6.27245249051738
13,"flexible","q50",2,4.07757973691745
13,"flexible","q50",4,1.75284959051734
13,"flexible","q50",8,0.317449311500159
13,"flexible","q50",12,0.0574807783119761
13,"flexible","q90",0.25,11.8265507068228
13,"flexible","q90",0.5,10.4315648335819
13,"flexible","q90",1,8.32478176916794
13,"flexible","q90",2,5.76173345437898
13,"flexible","q90",4,3.12139437967968
13,"flexible","q90",8,1.02129549557015
13,"flexible","q90",12,0.344100354631175
14,"truth","q10",0.25,6.24774377225268
14,"truth","q10",0.5,5.62323908157432
14,"truth","q10",1,4.4643676499867
14,"truth","q10",2,2.57899725097421
14,"truth","q10",4,0.733966799028824
14,"truth","q10",8,0.0543969688640314
14,"truth","q10",12,0.00392562031931134
14,"truth","q50",0.25,8.48067086584799
14,"truth","q50",0.5,7.58197373655724
14,"truth","q50",1,6.05096989107465
14,"truth","q50",2,3.92836790594524
14,"truth","q50",4,1.68813448818037
14,"truth","q50",8,0.306565548150483
14,"truth","q50",12,0.0557052827728727
14,"truth","q90",0.25,11.464796581399
14,"truth","q90",0.5,10.1462773962201
14,"truth","q90",1,8.08004671556735
14,"truth","q90",2,5.55451076010246
14,"truth","q90",4,2.94369364738675
14,"truth","q90",8,0.926657074380812
14,"truth","q90",12,0.301350108447867
14,"gaussian","q10",0.25,6.21319897196238
14,"gaussian","q10",0.5,5.42481159684987
14,"gaussian","q10",1,3.96914052230361
14,"gaussian","q10",2,1.90013877167899
14,"gaussian","q10",4,0.384376854475592
14,"gaussian","q10",8,0.0145521731346567
14,"gaussian","q10",12,0.000540708774880423
14,"gaussian","q50",0.25,8.42016805915967
14,"gaussian","q50",0.5,7.33687198655423
14,"gaussian","q50",1,5.59234333236837
14,"gaussian","q50",2,3.33618236899729
14,"gaussian","q50",4,1.18770613297493
14,"gaussian","q50",8,0.147946669972449
14,"gaussian","q50",12,0.0183253011142086
14,"gaussian","q90",0.25,11.3503387756247
14,"gaussian","q90",0.5,9.82914290888202
14,"gaussian","q90",1,7.60048780706734
14,"gaussian","q90",2,4.95624825379359
14,"gaussian","q90",4,2.37386306344336
14,"gaussian","q90",8,0.598653137385851
14,"gaussian","q90",12,0.155471023907802
14,"flexible","q10",0.25,6.39655168480911
14,"flexible","q10",0.5,5.70837407817795
14,"flexible","q10",1,4.43368095827805
14,"flexible","q10",2,2.43352311540668
14,"flexible","q10",4,0.625791227996203
14,"flexible","q10",8,0.03821699569257
14,"flexible","q10",12,0.00228229056239451
14,"flexible","q50",0.25,8.64934776222094
14,"flexible","q50",0.5,7.65721205923916
14,"flexible","q50",1,6.00327510428087
14,"flexible","q50",2,3.76028196817401
14,"flexible","q50",4,1.4996704084216
14,"flexible","q50",8,0.234744539335385
14,"flexible","q50",12,0.036678487101175
14,"flexible","q90",0.25,11.6465406858387
14,"flexible","q90",0.5,10.2029825487169
14,"flexible","q90",1,8.00334046050941
14,"flexible","q90",2,5.35314538950968
14,"flexible","q90",4,2.69541029393513
14,"flexible","q90",8,0.758047037655452
14,"flexible","q90",12,0.220432225694192
15,"truth","q10",0.25,6.24774377225268
15,"truth","q10",0.5,5.62323908157432
15,"truth","q10",1,4.4643676499867
15,"truth","q10",2,2.57899725097421
15,"truth","q10",4,0.733966799028824
15,"truth","q10",8,0.0543969688640314
15,"truth","q10",12,0.00392562031931134
15,"truth","q50",0.25,8.48067086584799
15,"truth","q50",0.5,7.58197373655724
15,"truth","q50",1,6.05096989107465
15,"truth","q50",2,3.92836790594524
15,"truth","q50",4,1.68813448818037
15,"truth","q50",8,0.306565548150483
15,"truth","q50",12,0.0557052827728727
15,"truth","q90",0.25,11.464796581399
15,"truth","q90",0.5,10.1462773962201
15,"truth","q90",1,8.08004671556735
15,"truth","q90",2,5.55451076010246
15,"truth","q90",4,2.94369364738675
15,"truth","q90",8,0.926657074380812
15,"truth","q90",12,0.301350108447867
15,"gaussian","q10",0.25,5.9673972164714
15,"gaussian","q10",0.5,5.34693046205928
15,"gaussian","q10",1,4.16403316366241
15,"gaussian","q10",2,2.27821872390475
15,"gaussian","q10",4,0.585697464066304
15,"gaussian","q10",8,0.0352504927865218
15,"gaussian","q10",12,0.00208439894847979
15,"gaussian","q50",0.25,8.16245289076059
15,"gaussian","q50",0.5,7.24412560002867
15,"gaussian","q50",1,5.72281570820801
15,"gaussian","q50",2,3.63959385005357
15,"gaussian","q50",4,1.49893612363862
15,"gaussian","q50",8,0.249142502294015
15,"gaussian","q50",12,0.0414132158564248
15,"gaussian","q90",0.25,11.1176324000505
15,"gaussian","q90",0.5,9.76453638341258
15,"gaussian","q90",1,7.71194445018761
15,"gaussian","q90",2,5.22523226929088
15,"gaussian","q90",4,2.7211699301534
15,"gaussian","q90",8,0.826608589297488
15,"gaussian","q90",12,0.259469234837559
15,"flexible","q10",0.25,6.0961271695723
15,"flexible","q10",0.5,5.51792211478345
15,"flexible","q10",1,4.43629359833041
15,"flexible","q10",2,2.63482538319688
15,"flexible","q10",4,0.778290092382408
15,"flexible","q10",8,0.0611671381399492
15,"flexible","q10",12,0.00470881964282438
15,"flexible","q50",0.25,8.33498494932026
15,"flexible","q50",0.5,7.47321727982168
15,"flexible","q50",1,5.99318927646542
15,"flexible","q50",2,3.92660677367223
15,"flexible","q50",4,1.72896769332441
15,"flexible","q50",8,0.328591454342131
15,"flexible","q50",12,0.0624424957675762
15,"flexible","q90",0.25,11.349665743264
15,"flexible","q90",0.5,10.045911576935
15,"flexible","q90",1,7.99483624411714
15,"flexible","q90",2,5.49752899574624
15,"flexible","q90",4,2.94049757560354
15,"flexible","q90",8,0.953054279546852
15,"flexible","q90",12,0.320160647628245
16,"truth","q10",0.25,6.24774377225268
16,"truth","q10",0.5,5.62323908157432
16,"truth","q10",1,4.4643676499867
16,"truth","q10",2,2.57899725097421
16,"truth","q10",4,0.733966799028824
16,"truth","q10",8,0.0543969688640314
16,"truth","q10",12,0.00392562031931134
16,"truth","q50",0.25,8.48067086584799
16,"truth","q50",0.5,7.58197373655724
16,"truth","q50",1,6.05096989107465
16,"truth","q50",2,3.92836790594524
16,"truth","q50",4,1.68813448818037
16,"truth","q50",8,0.306565548150483
16,"truth","q50",12,0.0557052827728727
16,"truth","q90",0.25,11.464796581399
16,"truth","q90",0.5,10.1462773962201
16,"truth","q90",1,8.08004671556735
16,"truth","q90",2,5.55451076010246
16,"truth","q90",4,2.94369364738675
16,"truth","q90",8,0.926657074380812
16,"truth","q90",12,0.301350108447867
16,"gaussian","q10",0.25,6.38650582089662
16,"gaussian","q10",0.5,5.70938719574477
16,"gaussian","q10",1,4.41769130417458
16,"gaussian","q10",2,2.37147942481145
16,"gaussian","q10",4,0.589171526786277
16,"gaussian","q10",8,0.0333210504657199
16,"gaussian","q10",12,0.00188114130417367
16,"gaussian","q50",0.25,8.56609189386771
16,"gaussian","q50",0.5,7.60175488708646
16,"gaussian","q50",1,5.98839994323188
16,"gaussian","q50",2,3.82140277927619
16,"gaussian","q50",4,1.56718131102285
16,"gaussian","q50",8,0.25832369375904
16,"gaussian","q50",12,0.0427232143997499
16,"gaussian","q90",0.25,11.4162090311781
16,"gaussian","q90",0.5,10.0222454414888
16,"gaussian","q90",1,7.93956449291379
16,"gaussian","q90",2,5.42138305581166
16,"gaussian","q90",4,2.8735383468435
16,"gaussian","q90",8,0.886088171867441
16,"gaussian","q90",12,0.28320923813579
16,"flexible","q10",0.25,6.47478480204355
16,"flexible","q10",0.5,5.85098067061009
16,"flexible","q10",1,4.68850161243342
16,"flexible","q10",2,2.73550430808064
16,"flexible","q10",4,0.787146898792395
16,"flexible","q10",8,0.0594794373446681
16,"flexible","q10",12,0.00443185870451279
16,"flexible","q50",0.25,8.69054537018015
16,"flexible","q50",0.5,7.79126639106098
16,"flexible","q50",1,6.24564454887062
16,"flexible","q50",2,4.0953282272609
16,"flexible","q50",4,1.79506910676612
16,"flexible","q50",8,0.338701850794516
16,"flexible","q50",12,0.0637776148267965
16,"flexible","q90",0.25,11.6073288891319
16,"flexible","q90",0.5,10.2557852631413
16,"flexible","q90",1,8.20061679990496
16,"flexible","q90",2,5.67643650445508
16,"flexible","q90",4,3.07511619327998
16,"flexible","q90",8,1.00867673177876
16,"flexible","q90",12,0.339639622400257
17,"truth","q10",0.25,6.24774377225268
17,"truth","q10",0.5,5.62323908157432
17,"truth","q10",1,4.4643676499867
17,"truth","q10",2,2.57899725097421
17,"truth","q10",4,0.733966799028824
17,"truth","q10",8,0.0543969688640314
17,"truth","q10",12,0.00392562031931134
17,"truth","q50",0.25,8.48067086584799
17,"truth","q50",0.5,7.58197373655724
17,"truth","q50",1,6.05096989107465
17,"truth","q50",2,3.92836790594524
17,"truth","q50",4,1.68813448818037
17,"truth","q50",8,0.306565548150483
17,"truth","q50",12,0.0557052827728727
17,"truth","q90",0.25,11.464796581399
17,"truth","q90",0.5,10.1462773962201
17,"truth","q90",1,8.08004671556735
17,"truth","q90",2,5.55451076010246
17,"truth","q90",4,2.94369364738675
17,"truth","q90",8,0.926657074380812
17,"truth","q90",12,0.301350108447867
17,"gaussian","q10",0.25,6.26427366323289
17,"gaussian","q10",0.5,5.53699855733314
17,"gaussian","q10",1,4.16382775739075
17,"gaussian","q10",2,2.09450224427035
17,"gaussian","q10",4,0.465075601139033
17,"gaussian","q10",8,0.0213934718572702
17,"gaussian","q10",12,0.000959725774211392
17,"gaussian","q50",0.25,8.4064723022693
17,"gaussian","q50",0.5,7.39666584113411
17,"gaussian","q50",1,5.74394200662723
17,"gaussian","q50",2,3.57359931814576
17,"gaussian","q50",4,1.38320371930106
17,"gaussian","q50",8,0.203099112339986
17,"gaussian","q50",12,0.0298040894807851
17,"gaussian","q90",0.25,11.2005037254251
17,"gaussian","q90",0.5,9.79167294805297
17,"gaussian","q90",1,7.70491045903229
17,"gaussian","q90",2,5.20548013547823
17,"gaussian","q90",4,2.68410717789307
17,"gaussian","q90",8,0.780662184038522
17,"gaussian","q90",12,0.234343595782935
17,"flexible","q10",0.25,6.42580709124891
17,"flexible","q10",0.5,5.78329572513176
17,"flexible","q10",1,4.58326529877095
17,"flexible","q10",2,2.61286316052466
17,"flexible","q10",4,0.72209416669911
17,"flexible","q10",8,0.0508896502755736
17,"flexible","q10",12,0.00351421116098161
17,"flexible","q50",0.25,8.61337480640584
17,"flexible","q50",0.5,7.70143035068858
17,"flexible","q50",1,6.15061804316484
17,"flexible","q50",2,4.01217223187554
17,"flexible","q50",4,1.7344864864472
17,"flexible","q50",8,0.317449768512877
17,"flexible","q50",12,0.0582715152461696
17,"flexible","q90",0.25,11.4967069400587
17,"flexible","q90",0.5,10.1624858165902
17,"flexible","q90",1,8.13172866398187
17,"flexible","q90",2,5.64233290948308
17,"flexible","q90",4,3.05678413426622
17,"flexible","q90",8,0.995538822515788
17,"flexible","q90",12,0.3338331408885
18,"truth","q10",0.25,6.24774377225268
18,"truth","q10",0.5,5.62323908157432
18,"truth","q10",1,4.4643676499867
18,"truth","q10",2,2.57899725097421
18,"truth","q10",4,0.733966799028824
18,"truth","q10",8,0.0543969688640314
18,"truth","q10",12,0.00392562031931134
18,"truth","q50",0.25,8.48067086584799
18,"truth","q50",0.5,7.58197373655724
18,"truth","q50",1,6.05096989107465
18,"truth","q50",2,3.92836790594524
18,"truth","q50",4,1.68813448818037
18,"truth","q50",8,0.306565548150483
18,"truth","q50",12,0.0557052827728727
18,"truth","q90",0.25,11.464796581399
18,"truth","q90",0.5,10.1462773962201
18,"truth","q90",1,8.08004671556735
18,"truth","q90",2,5.55451076010246
18,"truth","q90",4,2.94369364738675
18,"truth","q90",8,0.926657074380812
18,"truth","q90",12,0.301350108447867
18,"gaussian","q10",0.25,6.55827836503586
18,"gaussian","q10",0.5,5.77228805009369
18,"gaussian","q10",1,4.30235946765451
18,"gaussian","q10",2,2.12068509053788
18,"gaussian","q10",4,0.45100663634983
18,"gaussian","q10",8,0.0190254179381176
18,"gaussian","q10",12,0.000779494193027131
18,"gaussian","q50",0.25,8.82435557418322
18,"gaussian","q50",0.5,7.73282465602106
18,"gaussian","q50",1,5.9691589682151
18,"gaussian","q50",2,3.66025599656379
18,"gaussian","q50",4,1.37834660262537
18,"gaussian","q50",8,0.191837534502902
18,"gaussian","q50",12,0.0266933856415914
18,"gaussian","q90",0.25,11.8194346565036
18,"gaussian","q90",0.5,10.2903259236457
18,"gaussian","q90",1,8.05072489941739
18,"gaussian","q90",2,5.37174211938784
18,"gaussian","q90",4,2.7122811329978
18,"gaussian","q90",8,0.75629664768892
18,"gaussian","q90",12,0.217869653173371
18,"flexible","q10",0.25,6.64869999291268
18,"flexible","q10",0.5,5.98275576589938
18,"flexible","q10",1,4.75084620444279
18,"flexible","q10",2,2.7215580320008
18,"flexible","q10",4,0.760414010780649
18,"flexible","q10",8,0.0546236176245825
18,"flexible","q10",12,0.0038372874466987
18,"flexible","q50",0.25,8.9522821527909
18,"flexible","q50",0.5,8.00416891151878
18,"flexible","q50",1,6.38881850240884
18,"flexible","q50",2,4.15580252408077
18,"flexible","q50",4,1.79079050482416
18,"flexible","q50",8,0.324865199943472
18,"flexible","q50",12,0.0591713080371259
18,"flexible","q90",0.25,12.0181977271637
18,"flexible","q90",0.5,10.6303297904039
18,"flexible","q90",1,8.47241512251141
18,"flexible","q90",2,5.85054857977095
18,"flexible","q90",4,3.1314389909282
18,"flexible","q90",8,1.00025574381078
18,"flexible","q90",12,0.329361199536349
19,"truth","q10",0.25,6.24774377225268
19,"truth","q10",0.5,5.62323908157432
19,"truth","q10",1,4.4643676499867
19,"truth","q10",2,2.57899725097421
19,"truth","q10",4,0.733966799028824
19,"truth","q10",8,0.0543969688640314
19,"truth","q10",12,0.00392562031931134
19,"truth","q50",0.25,8.48067086584799
19,"truth","q50",0.5,7.58197373655724
19,"truth","q50",1,6.05096989107465
19,"truth","q50",2,3.92836790594524
19,"truth","q50",4,1.68813448818037
19,"truth","q50",8,0.306565548150483
19,"truth","q50",12,0.0557052827728727
19,"truth","q90",0.25,11.464796581399
19,"truth","q90",0.5,10.1462773962201
19,"truth","q90",1,8.08004671556735
19,"truth","q90",2,5.55451076010246
19,"truth","q90",4,2.94369364738675
19,"truth","q90",8,0.926657074380812
19,"truth","q90",12,0.301350108447867
19,"gaussian","q10",0.25,6.05268833036962
19,"gaussian","q10",0.5,5.31364320809747
19,"gaussian","q10",1,3.9112373629606
19,"gaussian","q10",2,1.87181773767579
19,"gaussian","q10",4,0.36658061030507
19,"gaussian","q10",8,0.012999310976738
19,"gaussian","q10",12,0.000456407214561188
19,"gaussian","q50",0.25,8.22758099396887
19,"gaussian","q50",0.5,7.17333804677502
19,"gaussian","q50",1,5.48349658866565
19,"gaussian","q50",2,3.30295865661705
19,"gaussian","q50",4,1.19724722756394
19,"gaussian","q50",8,0.153501698037602
19,"gaussian","q50",12,0.0198394856764275
19,"gaussian","q90",0.25,11.1281715666424
19,"gaussian","q90",0.5,9.59970431814611
19,"gaussian","q90",1,7.41020991568562
19,"gaussian","q90",2,4.86436658110889
19,"gaussian","q90",4,2.39860477758736
19,"gaussian","q90",8,0.647178572038877
19,"gaussian","q90",12,0.179221187981608
19,"flexible","q10",0.25,6.22321125956337
19,"flexible","q10",0.5,5.59806453282638
19,"flexible","q10",1,4.40848658868207
19,"flexible","q10",2,2.45812681828238
19,"flexible","q10",4,0.636154474566172
19,"flexible","q10",8,0.0389628041370737
19,"flexible","q10",12,0.00233281537630835
19,"flexible","q50",0.25,8.46223379598649
19,"flexible","q50",0.5,7.5141968105563
19,"flexible","q50",1,5.92652895306188
19,"flexible","q50",2,3.76813961075971
19,"flexible","q50",4,1.55524610016198
19,"flexible","q50",8,0.260068218368399
19,"flexible","q50",12,0.0431265180132174
19,"flexible","q90",0.25,11.4387369337555
19,"flexible","q90",0.5,10.0125161970251
19,"flexible","q90",1,7.85306811380259
19,"flexible","q90",2,5.29307784903471
19,"flexible","q90",4,2.75920439838945
19,"flexible","q90",8,0.839937227022733
19,"flexible","q90",12,0.264395112726193
20,"truth","q10",0.25,6.24774377225268
20,"truth","q10",0.5,5.62323908157432
20,"truth","q10",1,4.4643676499867
20,"truth","q10",2,2.57899725097421
20,"truth","q10",4,0.733966799028824
20,"truth","q10",8,0.0543969688640314
20,"truth","q10",12,0.00392562031931134
20,"truth","q50",0.25,8.48067086584799
20,"truth","q50",0.5,7.58197373655724
20,"truth","q50",1,6.05096989107465
20,"truth","q50",2,3.92836790594524
20,"truth","q50",4,1.68813448818037
20,"truth","q50",8,0.306565548150483
20,"truth","q50",12,0.0557052827728727
20,"truth","q90",0.25,11.464796581399
20,"truth","q90",0.5,10.1462773962201
20,"truth","q90",1,8.08004671556735
20,"truth","q90",2,5.55451076010246
20,"truth","q90",4,2.94369364738675
20,"truth","q90",8,0.926657074380812
20,"truth","q90",12,0.301350108447867
20,"gaussian","q10",0.25,6.11891283107954
20,"gaussian","q10",0.5,5.35136907352166
20,"gaussian","q10",1,3.94813274679458
20,"gaussian","q10",2,1.9434049126883
20,"gaussian","q10",4,0.420267113503618
20,"gaussian","q10",8,0.0182531183168906
20,"gaussian","q10",12,0.00077225576965029
20,"gaussian","q50",0.25,8.2941612714293
20,"gaussian","q50",0.5,7.25978665879429
20,"gaussian","q50",1,5.57710924533211
20,"gaussian","q50",2,3.35510798855305
20,"gaussian","q50",4,1.22416390080077
20,"gaussian","q50",8,0.16087295442285
20,"gaussian","q50",12,0.0210875340821625
20,"gaussian","q90",0.25,11.1906725224764
20,"gaussian","q90",0.5,9.76931064204991
20,"gaussian","q90",1,7.62481139012036
20,"gaussian","q90",2,5.02142009987941
20,"gaussian","q90",4,2.42259486104784
20,"gaussian","q90",8,0.618387524164326
20,"gaussian","q90",12,0.161879810108828
20,"flexible","q10",0.25,6.32277019370987
20,"flexible","q10",0.5,5.62932138947906
20,"flexible","q10",1,4.36765544060474
20,"flexible","q10",2,2.42753475257742
20,"flexible","q10",4,0.649313423178013
20,"flexible","q10",8,0.0426486616279094
20,"flexible","q10",12,0.00273874230446689
20,"flexible","q50",0.25,8.54284882847007
20,"flexible","q50",0.5,7.58357379903853
20,"flexible","q50",1,5.97612599037449
20,"flexible","q50",2,3.77307639342724
20,"flexible","q50",4,1.53078292355928
20,"flexible","q50",8,0.24687845907583
20,"flexible","q50",12,0.0399410778213749
20,"flexible","q90",0.25,11.5142699980805
20,"flexible","q90",0.5,10.1644513066371
20,"flexible","q90",1,8.04958920614495
20,"flexible","q90",2,5.439837422476
20,"flexible","q90",4,2.75450965637564
20,"flexible","q90",8,0.785121060528966
20,"flexible","q90",12,0.229872911748687
21,"truth","q10",0.25,6.24774377225268
21,"truth","q10",0.5,5.62323908157432
21,"truth","q10",1,4.4643676499867
21,"truth","q10",2,2.57899725097421
21,"truth","q10",4,0.733966799028824
21,"truth","q10",8,0.0543969688640314
21,"truth","q10",12,0.00392562031931134
21,"truth","q50",0.25,8.48067086584799
21,"truth","q50",0.5,7.58197373655724
21,"truth","q50",1,6.05096989107465
21,"truth","q50",2,3.92836790594524
21,"truth","q50",4,1.68813448818037
21,"truth","q50",8,0.306565548150483
21,"truth","q50",12,0.0557052827728727
21,"truth","q90",0.25,11.464796581399
21,"truth","q90",0.5,10.1462773962201
21,"truth","q90",1,8.08004671556735
21,"truth","q90",2,5.55451076010246
21,"truth","q90",4,2.94369364738675
21,"truth","q90",8,0.926657074380812
21,"truth","q90",12,0.301350108447867
21,"gaussian","q10",0.25,6.14460045571975
21,"gaussian","q10",0.5,5.46422269847461
21,"gaussian","q10",1,4.16404392148709
21,"gaussian","q10",2,2.17305283144192
21,"gaussian","q10",4,0.515796334408619
21,"gaussian","q10",8,0.026900765514627
21,"gaussian","q10",12,0.00137648465174803
21,"gaussian","q50",0.25,8.25926612618578
21,"gaussian","q50",0.5,7.30192891149939
21,"gaussian","q50",1,5.71292931383056
21,"gaussian","q50",2,3.60016969646735
21,"gaussian","q50",4,1.43312186584962
21,"gaussian","q50",8,0.223496501131933
21,"gaussian","q50",12,0.0348222237752664
21,"gaussian","q90",0.25,11.0238970937917
21,"gaussian","q90",0.5,9.66488842915575
21,"gaussian","q90",1,7.63093371035855
21,"gaussian","q90",2,5.17440234435414
21,"gaussian","q90",4,2.69504070356472
21,"gaussian","q90",8,0.801032529636692
21,"gaussian","q90",12,0.245507059183948
21,"flexible","q10",0.25,6.30175324433155
21,"flexible","q10",0.5,5.69172003560317
21,"flexible","q10",1,4.55721479770131
21,"flexible","q10",2,2.66159077552136
21,"flexible","q10",4,0.772405268537403
21,"flexible","q10",8,0.0595321143116065
21,"flexible","q10",12,0.00452473515061343
21,"flexible","q50",0.25,8.44765005274759
21,"flexible","q50",0.5,7.57683389632853
21,"flexible","q50",1,6.08285865011268
21,"flexible","q50",2,3.99969410465394
21,"flexible","q50",4,1.76065561470858
21,"flexible","q50",8,0.335852608371792
21,"flexible","q50",12,0.0641173010652576
21,"flexible","q90",0.25,11.2759654898082
21,"flexible","q90",0.5,9.98771062438721
21,"flexible","q90",1,8.00217672339059
21,"flexible","q90",2,5.56233883910563
21,"flexible","q90",4,3.02516818877006
21,"flexible","q90",8,0.997432609448104
21,"flexible","q90",12,0.339234569143243
22,"truth","q10",0.25,6.24774377225268
22,"truth","q10",0.5,5.62323908157432
22,"truth","q10",1,4.4643676499867
22,"truth","q10",2,2.57899725097421
22,"truth","q10",4,0.733966799028824
22,"truth","q10",8,0.0543969688640314
22,"truth","q10",12,0.00392562031931134
22,"truth","q50",0.25,8.48067086584799
22,"truth","q50",0.5,7.58197373655724
22,"truth","q50",1,6.05096989107465
22,"truth","q50",2,3.92836790594524
22,"truth","q50",4,1.68813448818037
22,"truth","q50",8,0.306565548150483
22,"truth","q50",12,0.0557052827728727
22,"truth","q90",0.25,11.464796581399
22,"truth","q90",0.5,10.1462773962201
22,"truth","q90",1,8.08004671556735
22,"truth","q90",2,5.55451076010246
22,"truth","q90",4,2.94369364738675
22,"truth","q90",8,0.926657074380812
22,"truth","q90",12,0.301350108447867
22,"gaussian","q10",0.25,6.0658675083015
22,"gaussian","q10",0.5,5.41478707245267
22,"gaussian","q10",1,4.17736819445704
22,"gaussian","q10",2,2.24364368234792
