"replicate","arm","quantile","time","value"
9,"flexible","q50",0.25,8.69118129217
9,"flexible","q50",0.5,7.72176733415008
9,"flexible","q50",1,6.08949537339954
9,"flexible","q50",2,3.87158342853732
9,"flexible","q50",4,1.58638858247141
9,"flexible","q50",8,0.261643267995923
9,"flexible","q50",12,0.0431745627222358
9,"flexible","q90",0.25,11.6668524554896
9,"flexible","q90",0.5,10.2781524340961
9,"flexible","q90",1,8.12404112898229
9,"flexible","q90",2,5.52013018615821
9,"flexible","q90",4,2.85199301864756
9,"flexible","q90",8,0.843870954694002
9,"flexible","q90",12,0.257596384972235
10,"truth","q10",0.25,6.24774377225268
10,"truth","q10",0.5,5.62323908157432
10,"truth","q10",1,4.4643676499867
10,"truth","q10",2,2.57899725097421
10,"truth","q10",4,0.733966799028824
10,"truth","q10",8,0.0543969688640314
10,"truth","q10",12,0.00392562031931134
10,"truth","q50",0.25,8.48067086584799
10,"truth","q50",0.5,7.58197373655724
10,"truth","q50",1,6.05096989107465
10,"truth","q50",2,3.92836790594524
10,"truth","q50",4,1.68813448818037
10,"truth","q50",8,0.306565548150483
10,"truth","q50",12,0.0557052827728727
10,"truth","q90",0.25,11.464796581399
10,"truth","q90",0.5,10.1462773962201
10,"truth","q90",1,8.08004671556735
10,"truth","q90",2,5.55451076010246
10,"truth","q90",4,2.94369364738675
10,"truth","q90",8,0.926657074380812
10,"truth","q90",12,0.301350108447867
10,"gaussian","q10",0.25,5.52044683982136
10,"gaussian","q10",0.5,4.93124480958675
10,"gaussian","q10",1,3.81248202125709
10,"gaussian","q10",2,2.06307467570214
10,"gaussian","q10",4,0.527968383374959
10,"gaussian","q10",8,0.0314248313656699
10,"gaussian","q10",12,0.00180107740263866
10,"gaussian","q50",0.25,7.60355152960812
10,"gaussian","q50",0.5,6.74600031250129
10,"gaussian","q50",1,5.32216143234237
10,"gaussian","q50",2,3.37065487306019
10,"gaussian","q50",4,1.37359165099169
10,"gaussian","q50",8,0.22439924748652
10,"gaussian","q50",12,0.0364664748551311
10,"gaussian","q90",0.25,10.406977112737
10,"gaussian","q90",0.5,9.14660854041916
10,"gaussian","q90",1,7.24028278707608
10,"gaussian","q90",2,4.90286216996585
10,"gaussian","q90",4,2.52716608437668
10,"gaussian","q90",8,0.750909330837801
10,"gaussian","q90",12,0.231414387913687
10,"flexible","q10",0.25,5.8176228769549
10,"flexible","q10",0.5,5.28014020988466
10,"flexible","q10",1,4.26766968337786
10,"flexible","q10",2,2.58337404639167
10,"flexible","q10",4,0.798937753186367
10,"flexible","q10",8,0.0684533506299304
10,"flexible","q10",12,0.00573950321130491
10,"flexible","q50",0.25,7.96706770118758
10,"flexible","q50",0.5,7.16505442438599
10,"flexible","q50",1,5.78295681778697
10,"flexible","q50",2,3.82720222805505
10,"flexible","q50",4,1.71855850659114
10,"flexible","q50",8,0.3409937003454
10,"flexible","q50",12,0.0677157327257291
10,"flexible","q90",0.25,10.8599040431018
10,"flexible","q90",0.5,9.66159971401458
10,"flexible","q90",1,7.74406583970393
10,"flexible","q90",2,5.36502594582523
10,"flexible","q90",4,2.89247219975154
10,"flexible","q90",8,0.955685316801561
10,"flexible","q90",12,0.326842692603236
11,"truth","q10",0.25,6.24774377225268
11,"truth","q10",0.5,5.62323908157432
11,"truth","q10",1,4.4643676499867
11,"truth","q10",2,2.57899725097421
11,"truth","q10",4,0.733966799028824
11,"truth","q10",8,0.0543969688640314
11,"truth","q10",12,0.00392562031931134
11,"truth","q50",0.25,8.48067086584799
11,"truth","q50",0.5,7.58197373655724
11,"truth","q50",1,6.05096989107465
11,"truth","q50",2,3.92836790594524
11,"truth","q50",4,1.68813448818037
11,"truth","q50",8,0.306565548150483
11,"truth","q50",12,0.0557052827728727
11,"truth","q90",0.25,11.464796581399
11,"truth","q90",0.5,10.1462773962201
11,"truth","q90",1,8.08004671556735
11,"truth","q90",2,5.55451076010246
11,"truth","q90",4,2.94369364738675
11,"truth","q90",8,0.926657074380812
11,"truth","q90",12,0.301350108447867
11,"gaussian","q10",0.25,6.39842435810536
11,"gaussian","q10",0.5,5.70576780571837
11,"gaussian","q10",1,4.39785645527755
11,"gaussian","q10",2,2.36848011578985
11,"gaussian","q10",4,0.604185436126351
11,"gaussian","q10",8,0.0361994825568933
11,"gaussian","q10",12,0.00212514690992983
11,"gaussian","q50",0.25,8.56585282342106
11,"gaussian","q50",0.5,7.60010706057037
11,"gaussian","q50",1,5.98649340224943
11,"gaussian","q50",2,3.79653012011558
11,"gaussian","q50",4,1.54012396588268
11,"gaussian","q50",8,0.250253787875321
11,"gaussian","q50",12,0.0404110611752986
11,"gaussian","q90",0.25,11.4138808884835
11,"gaussian","q90",0.5,10.0521615864241
11,"gaussian","q90",1,7.9756134446046
11,"gaussian","q90",2,5.43500311902752
11,"gaussian","q90",4,2.822137818402
11,"gaussian","q90",8,0.833135512542945
11,"gaussian","q90",12,0.253751803122515
