"n","flexible_better","mean_paired_difference","lower_mean_difference","upper_mean_difference","median_reduction_percent","lower_reduction_percent","upper_reduction_percent"
50,45,0.249600033476975,0.200522141420483,0.298677925533467,72.0845708220092,-92.9082148292588,94.5750104010289
